,日期,场所,事件,district,street
764,2022-01-30 00:00:00,义佳花园12号楼,解除封控区管控,津南区,白塘口路
765,2022-01-30 00:00:00,波士顿（上东苑）1号楼,解除封控区管控,津南区,永胜道
766,2022-01-30 00:00:00,上悦花园2号楼,解除封控区管控,津南区,康和路
767,2022-01-30 00:00:00,上悦花园7号楼,解除封控区管控,津南区,康和路
768,2022-01-30 00:00:00,上悦花园10号楼,解除封控区管控,津南区,康和路
769,2022-01-30 00:00:00,博雅花园3号楼,解除封控区管控,蓟州区,武定西街
770,2022-01-30 00:00:00,金芳园16号楼,解除封控区管控,津南区,韩城桥路
771,2022-01-30 00:00:00,双兴东里19号楼,解除封控区管控,津南区,双利中路
772,2022-01-30 00:00:00,义佳花园,解除管控区管控,津南区,慧通道
773,2022-01-30 00:00:00,波士顿（上东苑）,解除管控区管控,津南区,鑫怡路
774,2022-01-30 00:00:00,上悦花园,解除管控区管控,津南区,康和路
775,2022-01-30 00:00:00,博雅花园,解除管控区管控,蓟州区,武定西街
776,2022-01-30 00:00:00,金芳园,解除管控区管控,津南区,韩城桥路
777,2022-01-30 00:00:00,双兴东里,解除管控区管控,津南区,双利南路
778,2022-01-30 00:00:00,双兴东里社区及周边,解除防范区管控,河东区,广宁路
779,2022-01-30 00:00:00,鑫旺里（南区）32号楼,划定封控区,津南区,平凡道
780,2022-01-30 00:00:00,鑫旺里（南区）46号楼,划定封控区,津南区,鑫盛路
781,2022-01-30 00:00:00,鑫旺里（南区）56号楼,划定封控区,津南区,鑫盛路
782,2022-01-30 00:00:00,鑫旺里（南区）59号楼,划定封控区,津南区,平凡道
783,2022-01-30 00:00:00,鑫旺里（南区）65号楼,划定封控区,津南区,平凡道
784,2022-01-30 00:00:00,鑫旺里（南区）除封控楼以外其他区域,划定管控区,津南区,平凡道
785,2022-01-30 00:00:00,鑫昱花园,划定防范区,津南区,永红道
786,2022-01-30 00:00:00,义佳花园,划定防范区,津南区,慧通道
787,2022-01-30 00:00:00,波士顿（上东苑）,划定防范区,津南区,鑫怡路
788,2022-01-30 00:00:00,上悦花园,划定防范区,津南区,康和路
789,2022-01-30 00:00:00,博雅花园,划定防范区,蓟州区,武定西街
790,2022-01-30 00:00:00,金芳园,划定防范区,津南区,韩城桥路
791,2022-01-30 00:00:00,宁园街舒园里5号楼,划定封控区,河北区,水产前街
792,2022-01-30 00:00:00,王串场街汇仁云居7号楼,划定封控区,河东区,新阔路辅路
793,2022-01-30 00:00:00,宁园街舒园里（封控区除外）,划定管控区,河北区,水产前街
794,2022-01-30 00:00:00,王串场街汇仁云居（封控区除外）,划定管控区,河东区,金钟河东街
795,2022-01-30 00:00:00,以真理道（东纵快速路为起点）-王串场五号路-正义道-金钟河东街-幸福道-东纵快速路（真理道为终点）围合区域（封控区、管控区除外）,划定防范区,,
796,2022-01-30 00:00:00,以养鱼池路（中山北路为起点）-金钟河大街-育红路辅路-中山北路（养鱼池路为终点）围合区域（封控区、管控区除外）,划定防范区,河北区,民权南里
797,2022-01-30 00:00:00,华新街顶秀欣园小区13号楼2门,解除封控区管控,河北区,华新大街
798,2022-01-30 00:00:00,华新街顶秀欣园小区（除13号楼2门外）,解除管控区管控,河北区,华新大街
799,2022-01-30 00:00:00,华新街道（除顶秀欣园小区外）全域,解除防范区管控,东丽区,X437(赤海路)
800,2022-01-30 00:00:00,华明街道东至荣达路、南至弘贯东道、西至康惠路、北至弘程东道范围,解除防范区管控,东丽区,弘顺道
801,2022-01-30 00:00:00,金桥街道枫舒园,解除防范区管控,东丽区,茗华道
802,2022-01-30 00:00:00,金桥街道枫愉园小区4号楼,划定管控区,东丽区,茗华道辅路
803,2022-01-30 00:00:00,金桥街道枫愉园小区（4号楼除外）,划定防范区,东丽区,茗华道辅路
804,2022-01-30 00:00:00,建昌道街红波西里21号楼,划定中风险地区,河北区,红星路
805,2022-01-30 00:00:00,宁园街舒园里5号楼,划定中风险地区,河北区,水产前街
806,2022-01-30 00:00:00,王串场街汇仁云居7号楼,划定中风险地区,河东区,新阔路辅路
807,2022-01-30 00:00:00,大沽口炮台遗址博馆,关闭,滨海新区,炮台路
808,2022-01-30 00:00:00,滨海新区图书馆,关闭,滨海新区,海兴一支路
809,2022-01-30 00:00:00,滨海新区文化馆,关闭,滨海新区,迎宾街辅路
810,2022-01-30 00:00:00,滨海文化中心,关闭,滨海新区,解放路
811,2022-01-30 00:00:00,天津国家海洋博物馆,关闭,滨海新区,荣盛路
812,2022-01-30 00:00:00,泰达航母主题公园,关闭,滨海新区,S11(海滨大道)
813,2022-01-30 00:00:00,天津方特欢乐世界,关闭,滨海新区,
814,2022-01-30 00:00:00,地铁6号线北宁公园站C出入口,关闭,东丽区,
815,2022-01-30 00:00:00,宁园街舒园里,划定管控区,河北区,水产前街
816,2022-01-30 00:00:00,王串场街汇仁云居（封控区除外）,划定管控区,河东区,金钟河东街
817,2022-01-30 00:00:00,真理道（东纵快速路为起点）-王串场五号路-正义道-金钟河东街-幸福道-东纵快速路（真理道为终点）围合区域（封控区、管控区除外）,划定防范区,河北区,真理道
818,2022-01-30 00:00:00,养鱼池路（中山北路为起点）-金钟河大街-育红路辅路-中山北路（养鱼池路为终点）围合区域（封控区、管控区除外）,划定防范区,河北区,民权南里
819,2022-01-30 00:00:00,地铁6号线一中心医院站,关闭,南开区,复康路
820,2022-01-31 00:00:00,地铁6号线北宁公园站,关闭,东丽区,
821,2022-01-31 00:00:00,地铁6号线二期咸水沽西站,恢复运营,东丽区,
822,2022-01-31 00:00:00,林锦花园,划定低风险地区,津南区,永胜道
823,2022-01-31 00:00:00,林绣花园,划定低风险地区,津南区,永胜道
824,2022-01-31 00:00:00,鑫昱花园,划定低风险地区,津南区,永红道
825,2022-01-31 00:00:00,上悦花园,划定低风险地区,津南区,康和路
826,2022-01-31 00:00:00,首创星景苑,划定低风险地区,津南区,吉泰道
827,2022-01-31 00:00:00,鑫旺里,划定低风险地区,津南区,鑫盛路
828,2022-01-31 00:00:00,义佳花园,划定低风险地区,津南区,慧通道
829,2022-01-31 00:00:00,丰达园,划定低风险地区,津南区,南华路
830,2022-01-31 00:00:00,龙湖紫宸,划定低风险地区,津南区,S317(二八公路)
831,2022-01-31 00:00:00,欣桃园,划定低风险地区,津南区,缘海路
832,2022-01-31 00:00:00,上东苑,划定低风险地区,津南区,鑫怡路
833,2022-01-31 00:00:00,汀芳花园,划定低风险地区,津南区,文苑路
834,2022-01-31 00:00:00,汀兰花园,划定低风险地区,津南区,X461(白万路)
835,2022-01-31 00:00:00,东旺家园,划定低风险地区,津南区,津沽大街
836,2022-01-31 00:00:00,宝业馨苑,划定低风险地区,津南区,新兴南路
837,2022-01-31 00:00:00,博雅花园,划定低风险地区,蓟州区,武定西街
838,2022-01-31 00:00:00,金才园,划定低风险地区,津南区,S350(津南大道)
839,2022-01-31 00:00:00,金芳园,划定低风险地区,津南区,韩城桥路
840,2022-01-31 00:00:00,柳景家园,划定低风险地区,津南区,强盛路一期
841,2022-01-31 00:00:00,仁和园,划定低风险地区,津南区,X441(梨双路)
842,2022-01-31 00:00:00,仁永名居,划定低风险地区,津南区,赤龙街
843,2022-01-31 00:00:00,善和园,划定低风险地区,津南区,景荷道
844,2022-01-31 00:00:00,林锦花园,解除封控区管控,津南区,永胜道
845,2022-01-31 00:00:00,林绣花园,解除封控区管控,津南区,永胜道
846,2022-01-31 00:00:00,鑫旺里（南区）32号楼,解除封控区管控,津南区,平凡道
847,2022-01-31 00:00:00,鑫旺里（南区）46号楼,解除封控区管控,津南区,鑫盛路
848,2022-01-31 00:00:00,鑫旺里（南区）56号楼,解除封控区管控,津南区,鑫盛路
849,2022-01-31 00:00:00,鑫旺里（南区）59号楼,解除封控区管控,津南区,平凡道
850,2022-01-31 00:00:00,鑫旺里（南区）65号楼,解除封控区管控,津南区,平凡道
851,2022-01-31 00:00:00,欣桃园2号楼,解除封控区管控,津南区,缘海路
852,2022-01-31 00:00:00,欣桃园3号楼,解除封控区管控,津南区,缘海路
853,2022-01-31 00:00:00,欣桃园5号楼,解除封控区管控,津南区,缘海路
854,2022-01-31 00:00:00,欣桃园12号楼,解除封控区管控,津南区,缘海路
855,2022-01-31 00:00:00,欣桃园14号楼,解除封控区管控,津南区,洪沽道
856,2022-01-31 00:00:00,首创悦山郡7号楼,解除封控区管控,津南区,建明道
857,2022-01-31 00:00:00,鑫旺里（南区）,解除管控区管控,津南区,平凡道
858,2022-01-31 00:00:00,欣桃园,解除管控区管控,津南区,缘海路
859,2022-01-31 00:00:00,首创悦山郡,解除管控区管控,津南区,建明道
860,2022-01-31 00:00:00,原有津南区防范区,解除防范区管控,津南区,S107(津港公路)
861,2022-01-31 00:00:00,建昌道街中山东里12门,划定封控区,河北区,红星路
862,2022-01-31 00:00:00,建昌道街中山东里13门,划定封控区,河北区,红星北路
863,2022-01-31 00:00:00,建昌道街中山东里14门,划定封控区,河北区,红星路
864,2022-01-31 00:00:00,建昌道街中山东里15门,划定封控区,河北区,红星路
865,2022-01-31 00:00:00,滨海新区安阳里13号楼,划定封控区,滨海新区,万顺街
866,2022-01-31 00:00:00,甘肃路12号副1栋,划定封控区,滨海新区,津塘路
867,2022-01-31 00:00:00,莱茵春天25号楼,划定封控区,滨海新区,丽溪道
868,2022-01-31 00:00:00,滨海新区安阳里（除封控区外）,划定管控区,滨海新区,友谊街
869,2022-01-31 00:00:00,甘肃路12号副2栋,划定管控区,滨海新区,津塘路
870,2022-01-31 00:00:00,公交212东线,恢复运营,河西区,宾水道
871,2022-01-31 00:00:00,公交207,恢复运营,河西区,宾水道
872,2022-01-31 00:00:00,公交808,恢复运营,河西区,宾水道
873,2022-01-31 00:00:00,公交629,恢复运营,河西区,宾水道
874,2022-01-31 00:00:00,公交205,恢复运营,河西区,宾水道
875,2022-01-31 00:00:00,公交223,恢复运营,河西区,宾水道
876,2022-01-31 00:00:00,公交203,恢复运营,河西区,宾水道
877,2022-01-31 00:00:00,公交220,恢复运营,河西区,宾水道
878,2022-01-31 00:00:00,公交627,恢复运营,河西区,宾水道
879,2022-01-31 00:00:00,公交655,恢复运营,河西区,宾水道
880,2022-01-31 00:00:00,公交704,恢复运营,河西区,宾水道
881,2022-01-31 00:00:00,公交202,恢复运营,河西区,宾水道
882,2022-01-31 00:00:00,公交204,恢复运营,河西区,宾水道
883,2022-01-31 00:00:00,公交214,恢复运营,河西区,宾水道
884,2022-01-31 00:00:00,公交217,恢复运营,河西区,宾水道
885,2022-01-31 00:00:00,公交219,恢复运营,河西区,宾水道
886,2022-01-31 00:00:00,公交224,恢复运营,河西区,宾水道
887,2022-01-31 00:00:00,公交228,恢复运营,河西区,宾水道
888,2022-01-31 00:00:00,公交309,恢复运营,河西区,宾水道
889,2022-01-31 00:00:00,公交226东线,恢复运营,河西区,宾水道
890,2022-01-31 00:00:00,公交226西线,恢复运营,河西区,宾水道
891,2022-01-31 00:00:00,公交212西线,恢复运营,河西区,宾水道
892,2022-01-31 00:00:00,公交215,恢复运营,河西区,宾水道
893,2022-01-31 00:00:00,公交216,恢复运营,河西区,宾水道
894,2022-01-31 00:00:00,公交652北线,恢复运营,河西区,宾水道
895,2022-01-31 00:00:00,公交652快线,恢复运营,河西区,宾水道
896,2022-01-31 00:00:00,公交342,恢复运营,河西区,宾水道
897,2022-01-31 00:00:00,公交201,恢复运营,河西区,宾水道
898,2022-01-31 00:00:00,公交213,恢复运营,河西区,宾水道
899,2022-01-31 00:00:00,公交218,恢复运营,河西区,宾水道
900,2022-01-31 00:00:00,千禧园东区29号楼,划定封控区,红桥区,西青道辅路
901,2022-01-31 00:00:00,千禧园东区28号楼,划定管控区,红桥区,西青道
902,2022-01-31 00:00:00,千禧园东区30号楼,划定管控区,红桥区,西青道
903,2022-01-31 00:00:00,千禧园东区31号楼,划定管控区,红桥区,西青道辅路
904,2022-02-01 00:00:00,新北街道迎年里8号楼,划定封控区,滨海新区,宝山道
905,2022-02-01 00:00:00,新北街道迎年里5号楼,划定管控区,滨海新区,宝山道
906,2022-02-01 00:00:00,新北街道迎年里10号楼,划定管控区,滨海新区,宝山道
907,2022-02-01 00:00:00,新北街道迎年里小区车棚,划定管控区,滨海新区,宝山道
908,2022-02-01 00:00:00,建昌道街中山东里34门,划定封控区,河北区,红星路
909,2022-02-01 00:00:00,建昌道街中山东里35门,划定封控区,河北区,红星路
910,2022-02-01 00:00:00,建昌道街中山东里36门,划定封控区,河北区,红星路
911,2022-02-01 00:00:00,春华街道月光园小区2号楼,划定封控区,河东区,新广路
912,2022-02-01 00:00:00,春华街道月光园小区除2号楼、18号楼、19号楼及20号楼以外的其他区域,划定管控区,河东区,新广路
913,2022-02-01 00:00:00,星光园小区,划定管控区,滨海新区,S315(港中线)
914,2022-02-02 00:00:00,宁园街舒园里3号楼,划定封控区,河北区,育红路辅路
915,2022-02-02 00:00:00,建昌道街富瀛洲花园17号楼,划定封控区,河北区,泰州路
916,2022-02-02 00:00:00,常州道街道爱营里4号楼2门,划定封控区,河东区,泰兴路
917,2022-02-02 00:00:00,常州道街道爱营里4号楼3门,划定封控区,河东区,泰兴路
918,2022-02-02 00:00:00,常州道街道爱营里3号楼,划定管控区,河东区,泰兴路
919,2022-02-02 00:00:00,常州道街道爱营里4号楼（除2门、3门以外）,划定管控区,河东区,泰兴路
920,2022-02-02 00:00:00,建昌道街中山北里20门,划定封控区,河北区,长青路
921,2022-02-02 00:00:00,建昌道街中山北里21门,划定封控区,河北区,长青路
922,2022-02-02 00:00:00,建昌道街中山北里22门,划定封控区,河北区,长青路
923,2022-02-02 00:00:00,建昌道街中山北里23门,划定封控区,河北区,长青路
924,2022-02-02 00:00:00,建昌道街中山北里（20、21、22、23门封控区除外）,划定管控区,河北区,长青路
925,2022-02-02 00:00:00,中山东里（12、13、14、15、34、35、36门封控区除外）,划定管控区,河北区,红星路
926,2022-02-02 00:00:00,建红里,划定管控区,河北区,红星北路
927,2022-02-02 00:00:00,富灜洲花园小区（17号楼封控区除外）,划定管控区,河北区,小红星路
928,2022-02-02 00:00:00,宁园街舒园里5号楼,划定高风险地区,河北区,水产前街
929,2022-02-02 00:00:00,建昌道街中山北里20门,划定中风险地区,河北区,长青路
930,2022-02-02 00:00:00,滨海新区大沽街安阳里13号楼,划定中风险地区,滨海新区,万顺街
931,2022-02-02 00:00:00,河东区春华街道月光园2号楼,划定中风险地区,河东区,新环路
932,2022-02-02 00:00:00,红光楼3号门,划定封控区,红桥区,光荣道
933,2022-02-02 00:00:00,红光楼4号门,划定封控区,红桥区,光荣道
934,2022-02-02 00:00:00,红光楼5号门,划定封控区,红桥区,光荣道
935,2022-02-02 00:00:00,红光楼6号门,划定封控区,红桥区,光荣道
936,2022-02-02 00:00:00,红光楼7号门,划定封控区,红桥区,光荣道
937,2022-02-02 00:00:00,安阳里11号楼,划定管控区,滨海新区,友谊街
938,2022-02-02 00:00:00,安阳里12号楼,划定管控区,滨海新区,友谊街
939,2022-02-02 00:00:00,安阳里15号楼,划定管控区,滨海新区,万顺道
940,2022-02-02 00:00:00,安阳里16号楼,划定管控区,滨海新区,万顺街
941,2022-02-02 00:00:00,安阳里17号楼,划定管控区,滨海新区,万顺街
942,2022-02-02 00:00:00,新北街道迎春里1号楼,划定封控区,滨海新区,永兴道
943,2022-02-09 00:00:00,地铁6号线北宁公园站,恢复运营,东丽区,
944,2022-02-09 00:00:00,地铁3号线中山路站,关闭,河北区,东三经路
945,2022-02-09 00:00:00,地铁6号线民权门站,关闭,东丽区,
946,2022-02-09 00:00:00,地铁6号线一中心医院站,关闭,南开区,复康路
947,2022-02-10 00:00:00,王串场街莹津里12号楼43门,解除封控区管控,河北区,二号路
948,2022-02-10 00:00:00,宁园街润园里6号楼21门,解除封控区管控,河北区,养鱼池路
949,2022-02-10 00:00:00,王串场街莹津里12号楼43门,划定防范区,河北区,二号路
950,2022-02-10 00:00:00,宁园街润园里6号楼21门,划定防范区,河北区,养鱼池路
951,2022-02-10 00:00:00,金桥街道枫愉园小区4号楼,解除管控区管控,东丽区,茗华道辅路
952,2022-02-10 00:00:00,金桥街道枫愉园小区，4号楼除外,解除防范区管控,东丽区,茗华道辅路
953,2022-02-11 00:00:00,迎年里小区8号楼,解除封控区管控,滨海新区,宝山道
954,2022-02-11 00:00:00,迎年里小区5号楼,解除管控区管控,滨海新区,宝山道
955,2022-02-11 00:00:00,迎年里小区10号楼,解除管控区管控,南开区,海洋道
956,2022-02-11 00:00:00,迎年里小区车棚,解除管控区管控,滨海新区,宝山道
957,2022-02-12 00:00:00,泰达航母主题公园,开放,滨海新区,S11(海滨大道)
958,2022-02-12 00:00:00,国家海洋博物馆,开放,滨海新区,荣盛路
959,2022-02-11 00:00:00,大沽口炮台遗址博物馆,开放,滨海新区,炮台路
960,2022-02-11 00:00:00,望海楼街万福园7号楼,解除封控区管控,河北区,昆纬路
961,2022-02-11 00:00:00,望海楼街万福园8号楼,解除封控区管控,河北区,昆纬路
962,2022-02-11 00:00:00,昆纬路、东五经路、东六经路、新大路围合区域,解除管控区管控,河北区,东六经路
963,2022-02-11 00:00:00,新大路（中山路为起点）-东三经路-京津城际铁路-东六经路-金钟路-金海道-海河东路-中山路(新大路为终点)围合区域,解除防范区管控,河北区,海河东路
964,2022-02-11 00:00:00,望海楼街万福园7号楼,划定低风险地区,河北区,昆纬路
965,2022-02-12 00:00:00,地铁3号线中山路站,恢复运营,河北区,东三经路
966,2022-02-12 00:00:00,张家窝镇珑园小区67号楼,划定封控区,西青区,
967,2022-02-12 00:00:00,张家窝镇珑园小区（除67号楼外）,划定管控区,西青区,
968,2022-02-12 00:00:00,建昌道街红波西里21号楼,划定低风险地区,河北区,红星路
969,2022-02-13 00:00:00,滨海新区杭州道街甘肃路12号,解除封控区管控,滨海新区,津塘路
970,2022-02-14 00:00:00,地铁6号线一中心医院站,恢复运营,南开区,复康路
971,2022-02-14 00:00:00,建昌道街中山东里12门,解除封控区管控,河北区,红星路
972,2022-02-14 00:00:00,建昌道街中山东里13门,解除封控区管控,河北区,红星北路
973,2022-02-14 00:00:00,建昌道街中山东里14门,解除封控区管控,河北区,红星路
974,2022-02-14 00:00:00,建昌道街中山东里15门,解除封控区管控,河北区,红星路
975,2022-02-14 00:00:00,建昌道街中山东里12门,划定管控区,河北区,红星路
976,2022-02-14 00:00:00,建昌道街中山东里13门,划定管控区,河北区,红星北路
977,2022-02-14 00:00:00,建昌道街中山东里14门,划定管控区,河北区,红星路
978,2022-02-14 00:00:00,建昌道街中山东里15门,划定管控区,河北区,红星路
979,2022-02-15 00:00:00,河东区春华街道月光园2号楼,划定低风险地区,河东区,新环路
980,2022-02-15 00:00:00,建昌道街中山东里34门,解除封控区管控,河北区,红星路
981,2022-02-15 00:00:00,建昌道街中山东里35门,解除封控区管控,河北区,红星路
982,2022-02-15 00:00:00,建昌道街中山东里36门,解除封控区管控,河北区,红星路
983,2022-02-15 00:00:00,建昌道街中山东里34门,划定管控区,河北区,红星路
984,2022-02-15 00:00:00,建昌道街中山东里35门,划定管控区,河北区,红星路
985,2022-02-15 00:00:00,建昌道街中山东里36门,划定管控区,河北区,红星路
986,2022-02-16 00:00:00,宁园街舒园里3号楼,解除封控区管控,河北区,育红路辅路
987,2022-02-16 00:00:00,宁园街舒园里,解除管控区管控,河北区,水产前街
988,2022-02-16 00:00:00,养鱼池路（中山北路为起点）-金钟河大街-育红路辅路-中山北路（养鱼池路为终点）围合区域,解除防范区管控,河北区,民权南里
989,2022-02-16 00:00:00,建昌道街富瀛洲花园17号楼,解除封控区管控,河北区,泰州路
990,2022-02-16 00:00:00,建昌道街富瀛洲花园17号楼,划定管控区,河北区,泰州路
991,2022-02-16 00:00:00,建昌道街中山北里20门,划定低风险地区,河北区,长青路
992,2022-02-16 00:00:00,地铁6号线北宁公园站C出入口,开启,东丽区,
993,2022-02-16 00:00:00,建昌道街中山北里20门,解除封控区管控,河北区,长青路
994,2022-02-16 00:00:00,建昌道街中山北里21门,解除封控区管控,河北区,长青路
995,2022-02-16 00:00:00,建昌道街中山北里22门,解除封控区管控,河北区,长青路
996,2022-02-16 00:00:00,建昌道街中山北里23门,解除封控区管控,河北区,长青路
997,2022-02-16 00:00:00,建昌道街富瀛洲花园,解除管控区管控,河北区,小红星路
998,2022-02-16 00:00:00,中山东里,解除管控区管控,河北区,红星路
999,2022-02-16 00:00:00,中山北里,解除管控区管控,河北区,长青路
1000,2022-02-16 00:00:00,建红里,解除管控区管控,河北区,红星北路
1001,2022-02-16 00:00:00,建昌道（育红路为起点）-小红星路-泰兴路-金钟河大街-育红路（建昌道为终点）围合区域,解除防范区管控,河北区,金钟河大街
1002,2022-02-16 00:00:00,方特欢乐世界,恢复运营,滨海新区,中生大道
1003,2022-02-18 00:00:00,天津长客西站汽车站,开站,河西区,宾水道
1004,2022-02-17 00:00:00,天津通莎客运站,恢复运营,河东区,新兆路
1005,2022-02-21 00:00:00,天津之眼,恢复运营,河北区,慈航路
